"Date","Price","Open","High","Low","Change %"
"Jan 04, 2024","7.393","7.393","7.393","7.393","0.26%"
"Jan 03, 2024","7.374","7.374","7.374","7.374","-0.20%"
"Jan 02, 2024","7.389","7.389","7.389","7.389","0.22%"
"Jan 01, 2024","7.373","7.373","7.373","7.373","0.39%"
"Dec 29, 2023","7.344","7.344","7.344","7.344","-0.29%"
"Dec 28, 2023","7.365","7.365","7.365","7.365","-0.09%"
"Dec 27, 2023","7.372","7.372","7.372","7.372","0.11%"
"Dec 26, 2023","7.364","7.364","7.364","7.364","-0.16%"
"Dec 22, 2023","7.376","7.376","7.376","7.376","0.15%"
"Dec 21, 2023","7.365","7.365","7.365","7.365","0.07%"
"Dec 20, 2023","7.360","7.360","7.360","7.360","0.01%"
"Dec 19, 2023","7.359","7.359","7.359","7.359","-0.11%"
"Dec 18, 2023","7.367","7.367","7.367","7.367","0.14%"
"Dec 15, 2023","7.357","7.357","7.357","7.357","-0.43%"
"Dec 14, 2023","7.389","7.389","7.389","7.389","-0.57%"
"Dec 13, 2023","7.431","7.431","7.471","7.431","-0.54%"
"Dec 12, 2023","7.471","7.471","7.471","7.471","-0.08%"
"Dec 11, 2023","7.477","7.477","7.477","7.477","0.32%"
"Dec 08, 2023","7.453","7.453","7.453","7.453","0.27%"
"Dec 07, 2023","7.433","7.433","7.433","7.433","-0.20%"
"Dec 06, 2023","7.448","7.448","7.448","7.448","-0.24%"
"Dec 05, 2023","7.466","7.466","7.466","7.466","-0.11%"
"Dec 04, 2023","7.474","7.474","7.474","7.474","-0.17%"
"Dec 01, 2023","7.487","7.487","7.487","7.487","0.58%"
"Nov 30, 2023","7.444","7.444","7.444","7.444","0.15%"
"Nov 29, 2023","7.433","7.433","7.433","7.433","0.04%"
"Nov 28, 2023","7.430","7.430","7.430","7.430","-0.13%"
"Nov 24, 2023","7.440","7.440","7.440","7.440","0.27%"
"Nov 23, 2023","7.420","7.420","7.420","7.420","0.03%"
"Nov 22, 2023","7.418","7.418","7.418","7.418","-0.04%"
"Nov 21, 2023","7.421","7.421","7.421","7.421","0.08%"
"Nov 20, 2023","7.415","7.415","7.415","7.415","0.56%"
"Nov 17, 2023","7.374","7.374","7.374","7.374","-0.26%"
"Nov 16, 2023","7.393","7.393","7.393","7.393","0.01%"
"Nov 15, 2023","7.392","7.392","7.392","7.392","-1.02%"
"Nov 13, 2023","7.468","7.468","7.468","7.468","-0.03%"
"Nov 10, 2023","7.470","7.470","7.470","7.470","0.62%"
"Nov 09, 2023","7.424","7.424","7.424","7.424","-0.26%"
"Nov 08, 2023","7.443","7.443","7.443","7.443","0.00%"
"Nov 07, 2023","7.443","7.443","7.443","7.443","-0.13%"
"Nov 06, 2023","7.453","7.453","7.453","7.453","-0.03%"
"Nov 03, 2023","7.455","7.455","7.455","7.455","-0.33%"
"Nov 02, 2023","7.480","7.480","7.480","7.480","-0.29%"
"Nov 01, 2023","7.502","7.502","7.502","7.502","-0.01%"
"Oct 31, 2023","7.503","7.503","7.503","7.503","0.44%"
"Oct 30, 2023","7.470","7.470","7.470","7.470","-0.05%"
"Oct 27, 2023","7.474","7.474","7.474","7.474","-0.17%"
"Oct 26, 2023","7.487","7.487","7.487","7.487","0.16%"
"Oct 25, 2023","7.475","7.475","7.475","7.475","-0.33%"
"Oct 23, 2023","7.500","7.500","7.500","7.500","0.05%"
"Oct 20, 2023","7.496","7.496","7.496","7.496","-0.44%"
"Oct 19, 2023","7.529","7.529","7.529","7.529","0.01%"
"Oct 18, 2023","7.528","7.528","7.528","7.528","0.29%"
"Oct 17, 2023","7.506","7.506","7.506","7.506","-0.07%"
"Oct 16, 2023","7.511","7.511","7.511","7.511","0.04%"
"Oct 13, 2023","7.508","7.508","7.508","7.508","0.09%"
"Oct 12, 2023","7.501","7.501","7.501","7.501","0.13%"
"Oct 11, 2023","7.491","7.491","7.491","7.491","-0.28%"
"Oct 10, 2023","7.512","7.512","7.512","7.512","-0.37%"
"Oct 09, 2023","7.540","7.540","7.540","7.540","0.48%"
"Oct 06, 2023","7.504","7.504","7.504","7.504","1.35%"
"Oct 05, 2023","7.404","7.404","7.404","7.404","0.04%"
"Oct 04, 2023","7.401","7.401","7.401","7.401","0.19%"
"Oct 03, 2023","7.387","7.387","7.387","7.387","0.24%"
"Sep 29, 2023","7.369","7.369","7.369","7.369","0.42%"
"Sep 28, 2023","7.338","7.338","7.338","7.338","0.82%"
"Sep 27, 2023","7.278","7.278","7.278","7.278","-0.01%"
"Sep 26, 2023","7.279","7.279","7.279","7.279","0.36%"
"Sep 25, 2023","7.253","7.253","7.253","7.253","0.12%"
"Sep 22, 2023","7.244","7.244","7.244","7.244","0.03%"
"Sep 21, 2023","7.242","7.257","7.257","7.242","-0.81%"
"Sep 20, 2023","7.301","7.285","7.301","7.276","-0.04%"
"Sep 18, 2023","7.304","7.294","7.304","7.283","0.14%"
"Sep 15, 2023","7.294","7.276","7.294","7.276","0.44%"
"Sep 14, 2023","7.262","7.285","7.294","7.262","-0.43%"
"Sep 13, 2023","7.293","7.293","7.293","7.293","-0.31%"
"Sep 12, 2023","7.316","7.316","7.316","7.316","-0.10%"
"Sep 11, 2023","7.323","7.323","7.323","7.323","0.38%"
"Sep 08, 2023","7.295","7.295","7.295","7.295","0.29%"
"Sep 07, 2023","7.274","7.280","7.280","7.266","-0.59%"
"Sep 06, 2023","7.317","7.294","7.317","7.294","0.10%"
"Sep 05, 2023","7.310","7.303","7.310","7.275","-0.08%"
"Sep 04, 2023","7.316","7.312","7.316","7.312","0.21%"
"Sep 01, 2023","7.301","7.301","7.301","7.301","0.36%"
"Aug 31, 2023","7.275","7.284","7.284","7.275","-0.23%"
"Aug 30, 2023","7.292","7.292","7.292","7.292","0.08%"
"Aug 29, 2023","7.286","7.286","7.286","7.286","-0.23%"
"Aug 28, 2023","7.303","7.316","7.321","7.302","-0.12%"
"Aug 25, 2023","7.312","7.349","7.349","7.307","-0.11%"
"Aug 24, 2023","7.320","7.320","7.320","7.320","-0.26%"
"Aug 23, 2023","7.339","7.339","7.339","7.339","-0.34%"
"Aug 22, 2023","7.364","7.364","7.364","7.364","-0.28%"
"Aug 21, 2023","7.385","7.385","7.385","7.385","-0.05%"
"Aug 18, 2023","7.389","7.389","7.389","7.389","-0.22%"
"Aug 17, 2023","7.405","7.405","7.405","7.405","0.68%"
"Aug 14, 2023","7.355","7.355","7.355","7.355","0.14%"
"Aug 11, 2023","7.345","7.345","7.345","7.345","0.34%"
"Aug 10, 2023","7.320","7.320","7.320","7.320","-0.15%"
"Aug 09, 2023","7.331","7.331","7.331","7.331","-0.16%"
"Aug 08, 2023","7.343","7.343","7.343","7.343","-0.11%"
"Aug 07, 2023","7.351","7.351","7.351","7.351","-0.12%"
"Aug 04, 2023","7.360","7.360","7.360","7.360","0.14%"
"Aug 03, 2023","7.350","7.376","7.376","7.350","0.48%"
"Aug 02, 2023","7.315","7.315","7.315","7.315","0.03%"
"Aug 01, 2023","7.313","7.313","7.313","7.313","-0.31%"
"Jul 31, 2023","7.336","7.336","7.336","7.336","0.05%"
"Jul 28, 2023","7.332","7.332","7.332","7.332","0.73%"
"Jul 27, 2023","7.279","7.279","7.279","7.279","0.03%"
"Jul 26, 2023","7.277","7.277","7.277","7.277","0.18%"
"Jul 25, 2023","7.264","7.264","7.264","7.264","0.25%"
"Jul 24, 2023","7.246","7.246","7.246","7.246","-0.01%"
"Jul 21, 2023","7.247","7.247","7.247","7.247","-0.12%"
"Jul 20, 2023","7.256","7.256","7.256","7.256","0.19%"
"Jul 19, 2023","7.242","7.242","7.242","7.242","-0.18%"
"Jul 18, 2023","7.255","7.255","7.255","7.255","0.10%"
"Jul 17, 2023","7.248","7.248","7.248","7.248","-0.10%"
"Jul 14, 2023","7.255","7.255","7.255","7.255","0.15%"
"Jul 13, 2023","7.244","7.244","7.244","7.244","-0.52%"
"Jul 12, 2023","7.282","7.282","7.282","7.282","0.04%"
"Jul 11, 2023","7.279","7.279","7.279","7.279","-0.61%"
"Jul 10, 2023","7.324","7.324","7.324","7.324","0.05%"
"Jul 07, 2023","7.320","7.320","7.320","7.320","0.14%"
"Jul 06, 2023","7.310","7.310","7.310","7.310","0.15%"
"Jul 05, 2023","7.299","7.299","7.299","7.299","-0.12%"
"Jul 04, 2023","7.308","7.308","7.308","7.308","0.47%"
"Jul 03, 2023","7.274","7.274","7.274","7.274","-0.51%"
"Jun 30, 2023","7.311","7.311","7.311","7.311","1.54%"
"Jun 28, 2023","7.200","7.200","7.200","7.200","0.00%"
"Jun 27, 2023","7.200","7.200","7.200","7.200","-0.04%"
"Jun 26, 2023","7.203","7.203","7.203","7.203","0.07%"
"Jun 23, 2023","7.198","7.198","7.198","7.198","0.04%"
"Jun 22, 2023","7.195","7.195","7.195","7.195","0.15%"
"Jun 21, 2023","7.184","7.184","7.184","7.184","0.08%"
"Jun 20, 2023","7.178","7.178","7.178","7.178","0.14%"
"Jun 19, 2023","7.168","7.168","7.168","7.168","-0.01%"
"Jun 16, 2023","7.169","7.169","7.169","7.169","0.49%"
"Jun 15, 2023","7.134","7.134","7.134","7.134","0.18%"
"Jun 14, 2023","7.121","7.121","7.121","7.121","0.15%"
"Jun 13, 2023","7.110","7.110","7.110","7.110","-0.82%"
"Jun 12, 2023","7.169","7.169","7.169","7.169","-0.11%"
