"Date","Price","Open","High","Low","Change %"
"Jan 04, 2024","7.285","7.285","7.285","7.285","-0.16%"
"Jan 03, 2024","7.297","7.297","7.297","7.297","0.16%"
"Jan 02, 2024","7.285","7.285","7.285","7.285","0.16%"
"Jan 01, 2024","7.273","7.273","7.273","7.273","0.19%"
"Dec 29, 2023","7.259","7.259","7.259","7.259","-0.36%"
"Dec 28, 2023","7.285","7.279","7.327","7.273","0.08%"
"Dec 27, 2023","7.279","7.273","7.293","7.273","0.26%"
"Dec 26, 2023","7.260","7.266","7.266","7.259","0.18%"
"Dec 22, 2023","7.247","7.298","7.313","7.247","0.21%"
"Dec 21, 2023","7.232","7.239","7.252","7.232","-0.19%"
"Dec 20, 2023","7.246","7.251","7.251","7.246","0.19%"
"Dec 19, 2023","7.232","7.239","7.259","7.232","-0.14%"
"Dec 18, 2023","7.242","7.266","7.266","7.239","-0.14%"
"Dec 15, 2023","7.252","7.253","7.253","7.246","-0.60%"
"Dec 14, 2023","7.296","7.334","7.334","7.286","-0.92%"
"Dec 13, 2023","7.364","7.365","7.371","7.361","-0.04%"
"Dec 12, 2023","7.367","7.388","7.388","7.366","-0.18%"
"Dec 11, 2023","7.380","7.394","7.395","7.380","0.52%"
"Dec 08, 2023","7.342","7.342","7.342","7.342","0.11%"
"Dec 07, 2023","7.334","7.362","7.362","7.334","-0.23%"
"Dec 06, 2023","7.351","7.351","7.351","7.351","0.23%"
"Dec 05, 2023","7.334","7.334","7.334","7.334","-0.05%"
"Dec 04, 2023","7.338","7.338","7.338","7.338","-0.96%"
"Dec 01, 2023","7.409","7.409","7.409","7.409","0.12%"
"Nov 30, 2023","7.400","7.381","7.400","7.381","0.31%"
"Nov 29, 2023","7.377","7.377","7.377","7.377","0.07%"
"Nov 28, 2023","7.372","7.372","7.372","7.372","0.11%"
"Nov 24, 2023","7.364","7.364","7.364","7.364","0.60%"
"Nov 23, 2023","7.320","7.334","7.334","7.320","-0.19%"
"Nov 22, 2023","7.334","7.348","7.348","7.334","-0.56%"
"Nov 21, 2023","7.375","7.375","7.375","7.375","0.10%"
"Nov 20, 2023","7.368","7.368","7.368","7.368","0.71%"
"Nov 17, 2023","7.316","7.341","7.341","7.316","-0.29%"
"Nov 16, 2023","7.337","7.337","7.337","7.337","0.04%"
"Nov 15, 2023","7.334","7.334","7.334","7.334","-0.81%"
"Nov 13, 2023","7.394","7.394","7.394","7.394","-0.35%"
"Nov 10, 2023","7.420","7.420","7.420","7.420","0.98%"
"Nov 09, 2023","7.348","7.348","7.361","7.348","-0.47%"
"Nov 08, 2023","7.383","7.383","7.383","7.383","0.03%"
"Nov 07, 2023","7.381","7.381","7.381","7.381","-0.35%"
"Nov 06, 2023","7.407","7.407","7.407","7.407","-0.38%"
"Nov 03, 2023","7.435","7.435","7.435","7.435","-0.19%"
"Nov 02, 2023","7.449","7.449","7.449","7.449","-0.32%"
"Nov 01, 2023","7.473","7.457","7.473","7.457","1.05%"
"Oct 31, 2023","7.395","7.395","7.395","7.395","-0.23%"
"Oct 30, 2023","7.412","7.412","7.412","7.412","-0.80%"
"Oct 27, 2023","7.472","7.472","7.472","7.472","-0.25%"
"Oct 26, 2023","7.491","7.491","7.491","7.491","0.25%"
"Oct 25, 2023","7.472","7.472","7.472","7.472","0.05%"
"Oct 23, 2023","7.468","7.468","7.468","7.468","0.07%"
"Oct 20, 2023","7.463","7.463","7.463","7.463","-0.03%"
"Oct 19, 2023","7.465","7.465","7.465","7.465","0.17%"
