"Date","Price","Open","High","Low","Change %"
"Sep 18, 2020","5.699","5.776","5.776","5.674","-0.77%"
"Sep 17, 2020","5.743","5.747","5.778","5.707","0.28%"
"Sep 16, 2020","5.727","5.779","5.809","5.727","-0.66%"
"Sep 15, 2020","5.765","5.783","5.783","5.759","-0.33%"
"Sep 14, 2020","5.784","5.903","5.903","5.780","-0.17%"
"Sep 11, 2020","5.794","5.780","5.883","5.760","0.64%"
"Sep 10, 2020","5.757","5.757","5.884","5.751","0.30%"
"Sep 09, 2020","5.740","5.793","5.793","5.732","-1.09%"
"Sep 08, 2020","5.803","5.763","5.865","5.763","1.59%"
"Sep 07, 2020","5.712","5.702","5.784","5.660","1.60%"
"Sep 04, 2020","5.622","5.620","5.662","5.598","0.18%"
"Sep 03, 2020","5.612","5.620","5.664","5.588","-0.65%"
"Sep 02, 2020","5.649","5.683","5.685","5.625","0.25%"
"Sep 01, 2020","5.635","5.736","5.736","5.627","-3.72%"
"Aug 31, 2020","5.853","5.930","5.930","5.838","-0.34%"
"Aug 28, 2020","5.873","5.941","5.951","5.873","0.22%"
"Aug 27, 2020","5.860","5.952","5.952","5.860","-0.71%"
"Aug 26, 2020","5.902","5.810","5.953","5.790","1.76%"
"Aug 25, 2020","5.800","5.851","5.851","5.770","-0.02%"
"Aug 24, 2020","5.801","5.760","5.831","5.760","1.26%"
"Aug 21, 2020","5.729","5.741","5.751","5.648","2.56%"
"Aug 20, 2020","5.586","5.652","5.652","5.586","-0.59%"
"Aug 19, 2020","5.619","5.693","5.753","5.619","-0.35%"
"Aug 18, 2020","5.639","5.694","5.694","5.624","0.27%"
"Aug 17, 2020","5.624","5.604","5.634","5.594","1.02%"
"Aug 14, 2020","5.567","5.595","5.623","5.567","1.02%"
"Aug 13, 2020","5.511","5.547","5.547","5.511","0.16%"
"Aug 12, 2020","5.502","5.597","5.597","5.502","0.20%"
"Aug 11, 2020","5.491","5.509","5.509","5.485","0.00%"
"Aug 10, 2020","5.491","5.609","5.609","5.491","0.09%"
"Aug 07, 2020","5.486","5.488","5.536","5.451","0.90%"
"Aug 06, 2020","5.437","5.423","5.502","5.379","0.85%"
"Aug 05, 2020","5.391","5.430","5.430","5.391","-0.44%"
"Aug 04, 2020","5.415","5.464","5.464","5.415","-0.11%"
"Aug 03, 2020","5.421","5.454","5.454","5.419","0.06%"
"Jul 31, 2020","5.418","5.425","5.426","5.404","-0.04%"
"Jul 30, 2020","5.420","5.460","5.460","5.420","-0.29%"
"Jul 29, 2020","5.436","5.438","5.449","5.430","0.06%"
"Jul 28, 2020","5.433","5.527","5.527","5.433","0.06%"
"Jul 27, 2020","5.430","5.396","5.459","5.396","0.84%"
"Jul 24, 2020","5.385","5.387","5.395","5.376","0.06%"
"Jul 23, 2020","5.382","5.403","5.403","5.378","-0.02%"
"Jul 22, 2020","5.383","5.412","5.412","5.383","0.07%"
"Jul 21, 2020","5.379","5.366","5.390","5.346","0.67%"
"Jul 20, 2020","5.343","5.374","5.376","5.343","0.13%"
"Jul 17, 2020","5.336","5.338","5.377","5.334","0.17%"
"Jul 16, 2020","5.327","5.329","5.356","5.327","0.09%"
"Jul 15, 2020","5.322","5.324","5.341","5.312","0.00%"
"Jul 14, 2020","5.322","5.342","5.418","5.301","0.76%"
"Jul 13, 2020","5.282","5.313","5.313","5.275","0.30%"
"Jul 10, 2020","5.266","5.339","5.363","5.266","-1.42%"
"Jul 09, 2020","5.342","5.347","5.413","5.336","-0.15%"
"Jul 08, 2020","5.350","5.385","5.385","5.335","-0.34%"
"Jul 07, 2020","5.368","5.462","5.462","5.368","-1.38%"
"Jul 06, 2020","5.443","5.464","5.464","5.429","-0.15%"
"Jul 03, 2020","5.451","5.445","5.480","5.416","0.42%"
"Jul 02, 2020","5.428","5.418","5.477","5.413","-0.20%"
