"Date","Price","Open","High","Low","Change %"
"Jan 04, 2024","7.414","7.414","7.414","7.414","0.37%"
"Jan 03, 2024","7.387","7.387","7.387","7.387","-0.31%"
"Jan 02, 2024","7.410","7.410","7.410","7.410","0.23%"
"Jan 01, 2024","7.393","7.393","7.393","7.393","0.38%"
"Dec 29, 2023","7.365","7.365","7.365","7.365","-0.30%"
"Dec 28, 2023","7.387","7.387","7.387","7.387","0.18%"
"Dec 27, 2023","7.374","7.374","7.374","7.374","-0.08%"
"Dec 26, 2023","7.380","7.380","7.380","7.380","-0.03%"
"Dec 22, 2023","7.382","7.382","7.382","7.382","0.05%"
"Dec 21, 2023","7.378","7.378","7.378","7.378","0.18%"
"Dec 20, 2023","7.365","7.365","7.365","7.365","0.63%"
"Dec 19, 2023","7.319","7.319","7.319","7.319","-0.03%"
"Dec 18, 2023","7.321","7.321","7.321","7.321","0.08%"
"Dec 15, 2023","7.315","7.315","7.315","7.315","-0.38%"
"Dec 14, 2023","7.343","7.343","7.343","7.343","-0.57%"
"Dec 13, 2023","7.385","7.385","7.385","7.385","-0.43%"
"Dec 12, 2023","7.417","7.417","7.417","7.417","0.01%"
"Dec 11, 2023","7.416","7.416","7.416","7.416","0.22%"
"Dec 08, 2023","7.400","7.400","7.400","7.400","0.24%"
"Dec 07, 2023","7.382","7.382","7.382","7.382","-0.19%"
"Dec 06, 2023","7.396","7.396","7.396","7.396","-0.20%"
"Dec 05, 2023","7.411","7.411","7.411","7.411","-0.15%"
"Dec 04, 2023","7.422","7.424","7.429","7.422","-0.51%"
"Dec 01, 2023","7.460","7.460","7.460","7.460","0.50%"
"Nov 30, 2023","7.423","7.423","7.423","7.423","0.20%"
"Nov 29, 2023","7.408","7.408","7.408","7.408","-0.03%"
"Nov 28, 2023","7.410","7.410","7.410","7.410","-0.01%"
"Nov 24, 2023","7.411","7.457","7.457","7.411","0.37%"
"Nov 23, 2023","7.384","7.424","7.424","7.384","0.07%"
"Nov 22, 2023","7.379","7.379","7.379","7.379","-0.09%"
"Nov 21, 2023","7.386","7.386","7.386","7.386","-0.08%"
"Nov 20, 2023","7.392","7.392","7.392","7.392","0.31%"
"Nov 17, 2023","7.369","7.392","7.392","7.369","-0.26%"
"Nov 16, 2023","7.388","7.388","7.388","7.388","0.01%"
"Nov 15, 2023","7.387","7.387","7.387","7.387","-0.90%"
"Nov 13, 2023","7.454","7.454","7.454","7.454","0.00%"
"Nov 10, 2023","7.454","7.454","7.454","7.454","0.40%"
"Nov 09, 2023","7.424","7.424","7.424","7.424","-0.08%"
"Nov 08, 2023","7.430","7.430","7.430","7.430","0.00%"
"Nov 07, 2023","7.430","7.430","7.430","7.430","-0.13%"
"Nov 06, 2023","7.440","7.458","7.458","7.440","-0.08%"
"Nov 03, 2023","7.446","7.476","7.476","7.446","-0.31%"
"Nov 02, 2023","7.469","7.479","7.479","7.467","-0.28%"
"Nov 01, 2023","7.490","7.519","7.519","7.490","-0.04%"
"Oct 31, 2023","7.493","7.500","7.500","7.493","0.05%"
"Oct 30, 2023","7.489","7.489","7.489","7.489","0.00%"
"Oct 27, 2023","7.489","7.509","7.509","7.489","-0.19%"
"Oct 26, 2023","7.503","7.523","7.523","7.503","0.48%"
"Oct 25, 2023","7.467","7.505","7.505","7.467","-0.31%"
"Oct 23, 2023","7.490","7.533","7.533","7.490","0.05%"
"Oct 20, 2023","7.486","7.524","7.524","7.486","-0.25%"
"Oct 19, 2023","7.505","7.519","7.519","7.505","0.15%"
"Oct 18, 2023","7.494","7.519","7.519","7.494","0.29%"
"Oct 17, 2023","7.472","7.491","7.496","7.472","-0.21%"
"Oct 16, 2023","7.488","7.491","7.496","7.486","0.13%"
"Oct 13, 2023","7.478","7.505","7.515","7.478","0.17%"
"Oct 12, 2023","7.465","7.465","7.465","7.465","0.16%"
"Oct 11, 2023","7.453","7.453","7.453","7.453","-0.33%"
"Oct 10, 2023","7.478","7.478","7.478","7.478","-0.36%"
"Oct 09, 2023","7.505","7.505","7.505","7.505","0.47%"
"Oct 06, 2023","7.470","7.470","7.470","7.470","1.34%"
